STATUS,DATA SOLICITAÇÃO,PAÍS DE ORIGEM,GÊNERO,ANO DE NASCIMENTO,CIDADE SOLICITAÇÃO,DATA DA  DECISÃO,SIGLA
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,PAQUISTÃO,M,1994.0,BRASÍLIA,2018-01-26,PK
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1995.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2017,GANA,M,1970.0,RIO BRANCO,2018-01-26,GH
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2017,GANA,M,1979.0,RIO BRANCO,2018-01-26,GH
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,TOGO,M,1991.0,SÃO PAULO,2018-01-26,TG
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,PAQUISTÃO,M,1980.0,BRASÍLIA,2018-01-26,PK
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,PAQUISTÃO,M,1993.0,BRASÍLIA,2018-01-26,PK
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,REP. DOMINICANA,M,1976.0,RIO BRANCO,2018-01-26,DO
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1984.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1993.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1988.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,SENEGAL,M,1984.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,SENEGAL,M,1984.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1996.0,SÃO PAULO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1986.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1994.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1984.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1992.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1991.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1981.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1986.0,CAXIAS DO SUL,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,SERRA LEOA,M,1989.0,SÃO PAULO,2018-01-26,SL
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,SERRA LEOA,M,1992.0,SÃO PAULO,2018-01-26,SL
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1993.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,PAQUISTÃO,M,1979.0,BRASÍLIA,2018-01-26,PK
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1995.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,GANA,M,1990.0,BRASÍLIA,2018-01-26,GH
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,TOGO,M,1988.0,SÃO PAULO,2018-01-26,TG
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1977.0,MANAUS,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,F,1984.0,MANAUS,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,F,2011.0,MANAUS,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,F,1984.0,DIONÍSIO CERQUEIRA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,F,1978.0,OIAPOQUE,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1986.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1990.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2012,HAITI,M,1970.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1976.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1983.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1993.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1998.0,RIO BRANCO,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1983.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1991.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1982.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1995.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,F,1980.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,F,1981.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1989.0,EPITACIOLÂNDIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1976.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1985.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1994.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1983.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,HAITI,M,1987.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,HAITI,M,1982.0,CURITIBA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,F,1990.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1991.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1977.0,TABATINGA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,2005.0,TABATINGA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,F,2003.0,TABATINGA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,F,1991.0,TABATINGA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,2009.0,TABATINGA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1989.0,RIO DE JANEIRO,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2012,HAITI,M,1984.0,EPITACIOLÂNDIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,F,1982.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,F,1970.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1990.0,SÃO PAULO,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1984.0,SÃO PAULO,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1983.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,F,1984.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1980.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1968.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1989.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,F,1989.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1985.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,F,1979.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,2010.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1995.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1986.0,SÃO PAULO,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1985.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1993.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1979.0,EPITACIOLÂNDIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1992.0,MANAUS,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1974.0,OIAPOQUE,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1986.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1988.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1997.0,RIO BRANCO,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,2009.0,PONTA GROSSA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1993.0,DIONÍSIO CERQUEIRA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1987.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1986.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1994.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1993.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1984.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1984.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,F,1992.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1991.0,MANAUS,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1987.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1974.0,OIAPOQUE,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,F,1972.0,SÃO PAULO,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,F,1985.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,F,1982.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1988.0,SÃO PAULO,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1987.0,MACAPÁ,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1967.0,MACAPÁ,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1973.0,MACAPÁ,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1993.0,SÃO PAULO,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1970.0,SÃO PAULO,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1993.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1970.0,MANAUS,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1986.0,MANAUS,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2012,HAITI,M,1980.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,F,1981.0,MACAPÁ,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1988.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1967.0,TABATINGA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,2001.0,TABATINGA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1987.0,SÃO PAULO,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,F,1979.0,TABATINGA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,F,2007.0,TABATINGA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1977.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1978.0,SÃO PAULO,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,HAITI,F,1986.0,FLORIANÓPOLIS,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1988.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1990.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,F,1986.0,TABATINGA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1989.0,TABATINGA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1987.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,F,1982.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1989.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1969.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1988.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1983.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1984.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1980.0,CURITIBA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1980.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,F,1990.0,CURITIBA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1982.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1992.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1982.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1970.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1984.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1972.0,TABATINGA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,F,1996.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,F,1977.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1986.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1981.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1986.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1986.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1990.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1984.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1976.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1986.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1983.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1983.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1988.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1984.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1989.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1990.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1985.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,F,1982.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,F,1985.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,F,1987.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1981.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,2010.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1980.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1989.0,CURITIBA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1981.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,F,1985.0,CURITIBA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1989.0,CURITIBA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1983.0,CURITIBA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1985.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1985.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1986.0,CURITIBA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,2000.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1980.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1980.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,F,1978.0,BARRACÃO,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1967.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,F,1989.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1984.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1975.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1969.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1980.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1985.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1984.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1984.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1988.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1980.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1986.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1977.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1984.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,F,1987.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1988.0,SÃO PAULO,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,F,1992.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1972.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1989.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1965.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2012,HAITI,M,1964.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1991.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,HAITI,M,1993.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1988.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1988.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1987.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1982.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1987.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,F,1980.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1972.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1990.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,F,1989.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,F,1961.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1983.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,F,1986.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1964.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1994.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1986.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1972.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1975.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1981.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1990.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1971.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,F,1986.0,BRASILÉIA,2018-01-26,HT
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,HAITI,M,1985.0,BRASILÉIA,2018-01-26,HT
