STATUS;DATA SOLICITAÇÃO;PAÍS DE ORIGEM;GÊNERO;ANO DE NASCIMENTO;CIDADE SOLICITAÇÃO;DATA DA  DECISÃO
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;2009;TABATINGA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1989;RIO DE JANEIRO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2012;HAITI;M;1984;EPITACIOLÂNDIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1982;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;F;1970;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1990;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1984;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1983;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;F;1984;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1980;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1968;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1989;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;F;1989;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1985;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;F;1979;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;2010;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1995;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1986;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1985;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1993;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1979;EPITACIOLÂNDIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1992;MANAUS;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1974;OIAPOQUE;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1986;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1988;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1997;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;2009;PONTA GROSSA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1993;DIONÍSIO CERQUEIRA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1987;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1986;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1994;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1993;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1984;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1984;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;F;1992;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1991;MANAUS;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1987;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1974;OIAPOQUE;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;F;1972;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1985;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1982;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1988;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1987;MACAPÁ;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1967;MACAPÁ;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1973;MACAPÁ;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1993;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1970;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1993;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1970;MANAUS;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1986;MANAUS;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2012;HAITI;M;1980;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;F;1981;MACAPÁ;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1988;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1967;TABATINGA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;2001;TABATINGA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1987;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;F;1979;TABATINGA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;F;2007;TABATINGA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1977;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1978;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;HAITI;F;1986;FLORIANÓPOLIS;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1988;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1990;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1986;TABATINGA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1989;TABATINGA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1987;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1982;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1989;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1969;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1988;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1983;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1984;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1980;CURITIBA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1980;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1990;CURITIBA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1982;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1992;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1982;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1970;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1984;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1972;TABATINGA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;F;1996;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1977;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1986;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1981;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1986;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1986;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1990;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1984;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1976;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1986;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1983;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1983;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1988;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1984;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1989;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1990;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1985;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1982;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;F;1985;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1987;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1981;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;2010;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1980;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1989;CURITIBA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1981;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1985;CURITIBA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1989;CURITIBA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1983;CURITIBA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1985;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1985;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1986;CURITIBA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;2000;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1980;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1980;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1978;BARRACÃO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1967;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1989;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1984;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1975;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1969;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1980;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1985;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1984;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1984;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1988;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1980;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1986;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1977;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1984;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1987;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1988;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1992;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1972;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1989;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1965;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2012;HAITI;M;1964;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1991;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1993;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1988;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1988;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1987;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1982;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1987;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1980;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1972;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1990;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1989;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1961;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1983;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1986;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1964;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1994;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1986;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1972;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1975;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1981;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1990;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1971;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1986;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1985;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1993;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1969;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1981;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1980;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;F;1978;MANAUS;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1988;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1990;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;HAITI;M;1977;BRASÍLIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1983;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1969;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;2006;MANAUS;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1986;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1975;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2012;HAITI;M;1989;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1987;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1984;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1992;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1977;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1990;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1987;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1988;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1986;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1964;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1979;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1983;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1985;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1983;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1979;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1983;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1985;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1986;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1994;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1970;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1988;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1981;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1971;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1974;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1987;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1968;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1984;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1989;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1981;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1989;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1989;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1981;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1973;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1992;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1985;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1991;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1993;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1984;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1986;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1978;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1994;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1986;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1987;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1990;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1982;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1982;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1987;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1986;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1982;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1985;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1973;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1982;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1983;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1990;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1981;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1984;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1981;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1991;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1979;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1979;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1988;TABATINGA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;F;1982;TABATINGA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1985;TABATINGA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2012;HAITI;M;1971;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1978;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1990;BRASILÉIA;26/01/2018
